,id,imdb_id,budget,revenue,original_title,director,production_companies,release_year,budget_adj,revenue_adj,count,movie_count
2299,70925,tt1438216,0,0,Oranges and Sunshine,Jim Loach,Sixteen Films|See Saw Films,2010,0.0,0.0,1,False
2300,39440,tt1566648,0,0,Waiting for 'Superman',Davis Guggenheim,Paramount Pictures,2010,0.0,0.0,1,False
2301,63578,tt1740047,0,951179,The Trip,Michael Winterbottom,Revolution Films|British Broadcasting Corporation (BBC),2010,0.0,951179.0,1,False
2302,54700,tt1298594,0,0,The Presence,Tom Provost,Flatland Pictures|Saturn Harvest Films|Khartoum,2010,0.0,0.0,1,False
2304,45368,tt1558741,0,0,Comme les 5 doigts de la main,Alexandre Arcady,Alexandre Films|New Light Films,2010,0.0,0.0,1,False
2305,47763,tt1341710,0,0,The Shrine,Jon Knautz,Brookstreet Pictures|Wesley Clover Media,2010,0.0,0.0,1,False
2307,53459,tt1486670,1300000,0,F,Johannes Roberts,Gatlin Pictures|Black Robe|Capital Markets Film Finance,2010,1300000.0,0.0,1,False
2310,33602,tt1278469,0,0,Temple Grandin,Mick Jackson,Ruby Films|HBO Films,2010,0.0,0.0,1,False
2313,352812,tt1736313,0,0,Tick Tock Tale,Dean Wellins,Walt Disney,2010,0.0,0.0,1,False
2317,57120,tt1518812,0,876302,Meek's Cutoff,Kelly Reichardt,Film Science|Evenstar Films,2010,0.0,876302.0,1,False
2319,55246,tt1341341,0,22270,Ceremony,Max Winkler,NALA Films,2010,0.0,22270.0,1,False
2320,57627,tt1859438,0,0,à¸ªà¸´à¹ˆà¸‡à¹€à¸¥à¹‡à¸à¹€à¸¥à¹‡à¸à¸—à¸µà¹ˆà¹€à¸£à¸µà¸¢à¸à¸§à¹ˆà¸²...à¸£à¸±à¸,Puttipong Pormsaka Na-Sakonnakorn|Wasin Pokpong,Sahamongkol Film International Co. Ltd.|Workpoint Entertainment,2010,0.0,0.0,1,False
2321,41345,tt1320296,0,0,Shank,Mo Ali,Gunslinger|Gateway Films,2010,0.0,0.0,1,False
2322,52333,tt1467388,0,0,Astral City: A Spiritual Journey,Wagner de Assis,CinÃ©tica Filmes e ProduÃ§Ãµes,2010,0.0,0.0,1,False
2323,46138,tt1371155,7200000,0,Made in Dagenham,Nigel Cole,BBC Films|HanWay Films|UK Film Council|Audley Films LLP|Lipsync Productions,2010,7200000.0,0.0,1,False
2324,74471,tt1386925,0,0,The Dead,Howard J. Ford|Jonathan Ford,Indelible Productions,2010,0.0,0.0,1,False
2325,39522,tt1587807,0,0,Mega Piranha,Eric Forsberg,The Global Asylum,2010,0.0,0.0,1,False
2327,40720,tt1407084,0,0,Twelve,Joel Schumacher,Gaumont|Original Media|Artina Films|Radar Pictures|Hannover House,2010,0.0,0.0,1,False
2329,31967,tt1401113,0,0,Dante's Inferno: An Animated Epic,ShukÅ Murase|Mike Disa|Victor Cook|Kim Sang-Jin|Jong-Sik Nam|Lee Seung-Gyu|Shuko Murase,Dong Woo Animation,2010,0.0,0.0,1,False
2331,38033,tt1148200,0,0,Chain Letter,Deon Taylor,Tiger Tail Entertainment|Deon Taylor Enterprises,2010,0.0,0.0,1,False
2332,48243,tt1561768,3167000,0,Essential Killing,Jerzy Skolimowski,Skopia Film|Mythberg Films|Cylinder Production,2010,3167000.0,0.0,1,False
2333,54532,tt1533053,0,0,Is It Just Me?,J.C. Calciano,TLA Releasing|Cinema 175|Whitestone Acquisitions,2010,0.0,0.0,1,False
2335,66195,tt1334553,0,14870,The Perfect Host,Nick Tomnay,Splendid Film,2010,0.0,14870.0,1,False
2337,43922,tt1563704,0,0,Legendary,Mel Damski,Samuel Goldwyn Films|WWE Studios,2010,0.0,0.0,1,False
2338,35688,tt1391137,20000000,60072596,Why Did I Get Married Too?,Tyler Perry,Lions Gate Films|The Tyler Perry Company,2010,20000000.0,60072596.0,1,False
2341,64108,tt1337686,0,0,The Frankenstein Syndrome,Sean Tretta,Ominous Productions|NWR Film Productions,2010,0.0,0.0,1,False
2343,35791,tt1220634,60000000,296221663,Resident Evil: Afterlife,Paul W.S. Anderson,Impact Pictures|Davis-Films|Constantin Film Produktion,2010,60000000.0,296221663.0,1,False
2344,31196,tt1300159,300000,0,Growth,Gabriel Cowan,New Artists Alliance,2010,300000.0,0.0,1,False
2345,38883,tt1322354,0,0,ProtÃ©ger et servir,Eric Lavaine,M6 Films|Same Player|PathÃ©|Scope Pictures|Weber Investissements,2010,0.0,0.0,1,False
2347,27584,tt1247667,0,0,High School,John Stalberg,Donau Filmproduktion,2010,0.0,0.0,1,False
2348,50037,tt1534085,1100000,0,Beyond the Black Rainbow,Panos Cosmatos,Chromewood Productions,2010,1100000.0,0.0,1,False
2349,70862,tt1307861,0,0,American Grindhouse,Elijah Drenner,Lux Digital Pictures|End Films,2010,0.0,0.0,1,False
2350,11761,tt1188113,0,0,Peacock,Michael Lander,Lionsgate,2010,0.0,0.0,1,False
2351,44737,tt1020938,0,0,BÃ©bÃ©s,Thomas BalmÃ¨s,Studio Canal,2010,0.0,0.0,1,False
2352,65056,tt1319722,0,0,A Little Help,Michael J. Weithorn,Secret Handshake Entertainment,2010,0.0,0.0,1,False
2353,35691,tt1462054,0,0,Letters to God,David Nixon|Patrick Doughtie,Mercy Creek Entretainment,2010,0.0,0.0,1,False
2354,57011,tt1592503,0,0,Alien vs. Ninja,Seiji Chiba,Nikkatsu|North CKY,2010,0.0,0.0,1,False
2356,47177,tt1453245,2400000,0,Devil's Playground,Mark McQueen,Intandem Films|HMR Films|Black & Blue Films,2010,2400000.0,0.0,1,False
2357,63498,tt1235830,0,0,Chico & Rita,Tono Errando|Javier Mariscal|Fernando Trueba,Isle of Man Film|HanWay Films|Magic Light Pictures|CinemaNX|TelevisiÃ³ de Catalunya TV3,2010,0.0,0.0,1,False
2358,59110,tt1571409,0,0,Parked,Darragh Byrne,BÃ³rd ScannÃ¡n na hÃ‰ireann|Helsinki Filmi Oy|Ripple World Pictures|Radio TelefÃ­s Ã‰ireann (RTÃ‰)|Suomen ElokuvasÃ¤Ã¤tiÃ¶,2010,0.0,0.0,1,False
2359,43552,tt1452628,10000000,1068682,Vanishing on 7th Street,Brad Anderson,Plum Pictures|Herrick Entertainment|Mandalay Vision|Circle of Confusion|Forest Park Pictures,2010,10000000.0,1068682.0,1,False
2361,53807,tt1482989,0,0,Li Xiao Long,Manfred Wong|Raymond Yip Wai-Man,Media Asia Films,2010,0.0,0.0,1,False
2362,64786,tt1906518,0,0,Yes or No: à¸­à¸¢à¸²à¸à¸£à¸±à¸ à¸à¹‡à¸£à¸±à¸à¹€à¸¥à¸¢,Saratswadee Wongsomphet,Sahamongkol Film,2010,0.0,0.0,1,False
2363,46368,tt1093906,3000000,0,The Rig,Peter Atencio,OffSpring Productions|Workshop Films 2,2010,3000000.0,0.0,1,False
2365,45022,tt1143896,0,0,Holy Rollers,Kevin Asch,Safehouse Pictures|Deerjen Films|Lookbook Films,2010,0.0,0.0,1,False
2366,50099,tt1578261,0,427628,Break Ke Baad,Danish Aslam,Kunal Kohli Productions|Reliance Big Pictures,2010,0.0,427628.0,1,False
2367,40663,tt1558250,0,0,Gasland,Josh Fox,HBO Documentary Films,2010,0.0,0.0,1,False
2371,52349,tt1534084,0,0,600 kilos d'or pur,Ã‰ric Besnard,Mandarin Films,2010,0.0,0.0,1,False
2375,51764,tt1426320,0,5980,BearCity,Douglas Langway,TLA Releasing,2010,0.0,5980.0,1,False
2378,49679,tt1396208,10000000,5000000,Action Replayy,Vipul Amrutlal Shah,PVR Cinemas|Hari Om Entertainment Co.|Blockbuster Movie Entertainers,2010,10000000.0,5000000.0,1,False
2380,52060,tt1699746,0,0,Christmas Cupid,Gil Junger,ABC Family,2010,0.0,0.0,1,False
2382,40188,tt1376451,0,0,Une Petite zone de turbulences,Alfred Lot,UGC YM,2010,0.0,0.0,1,False
2383,36736,tt1546036,0,0,The Drawn Together Movie: The Movie!,Greg Franklin,Comedy Central|Six Point Harness,2010,0.0,0.0,1,False
2384,45839,tt1595842,0,0,FRED: The Movie,Clay Weiner,Derf Films|Varsity Pictures,2010,0.0,0.0,1,False
2385,52605,tt1712573,0,0,Strapped,Joseph Graham,TLA Releasing,2010,0.0,0.0,1,False
2387,39486,tt1028576,35000000,60251371,Secretariat,Randall Wallace,Walt Disney Pictures|Fast Track Productions|Mayhem Pictures,2010,35000000.0,60251371.0,1,False
2389,55244,tt1621444,0,1339650,Bill Cunningham New York,Richard Press,First Thought Films,2010,0.0,1339650.0,1,False
2390,46718,tt1663633,0,0,DC Showcase: Green Arrow,Joaquim Dos Santos,DC Comics|Warner Bros. Animation,2010,0.0,0.0,1,False
2391,40777,tt1667838,0,0,I Hate Luv Storys,Punit Malhotra,UTV Motion Pictures,2010,0.0,0.0,1,False
2395,58107,tt1827378,0,0,Burakku Rokku ShÅ«tÄ,Shinobu Yoshioka,Ordet Studio,2010,0.0,0.0,1,False
2398,39356,tt1560139,3,43,Boy,Taika Waititi,New Zealand Film Commission|Unison Films|Whenua Films,2010,3.0,43.0,1,False
2400,53844,tt1718801,0,0,Il reste du jambon ?,Anne Depetrini,Gaumont,2010,0.0,0.0,1,False
2404,44950,tt1617620,0,0,A Horrible Way to Die,Adam Wingard,Snowfort Pictures|Site B|Arable Entertainment,2010,0.0,0.0,1,False
2406,24243,tt1054677,0,0,As Melhores Coisas do Mundo,LaÃ­s Bodanzky,Gullane Filmes,2010,0.0,0.0,1,False
2407,41397,tt1568150,0,0,Joan Rivers: A Piece of Work,Ricki Stern|Anne Sundberg,Break Thru Films,2010,0.0,0.0,1,False
2409,550,tt0137523,63000000,100853753,Fight Club,David Fincher,Regency Enterprises|Fox 2000 Pictures|Taurus Film|Linson Films|Atman Entertainment,1999,82470329.3354423,132022892.45436999,1,False
2410,603,tt0133093,63000000,463517383,The Matrix,Lilly Wachowski|Lana Wachowski,Village Roadshow Pictures|Groucho II Film Partnership|Silver Pictures|Warner Bros.,1999,82470329.3354423,606768749.6621,1,False
2411,14,tt0169547,15000000,356296601,American Beauty,Sam Mendes,DreamWorks SKG|Jinks/Cohen Company,1999,19635792.6989148,466411079.77093095,1,False
2412,1893,tt0120915,115000000,924317558,Star Wars: Episode I - The Phantom Menace,George Lucas,Lucasfilm,1999,150541077.358347,1209980530.45701,1,False
2413,564,tt0120616,80000000,415885488,The Mummy,Stephen Sommers,Universal Pictures|Alphaville Films,1999,104724227.727545,544416081.923668,1,False
2414,497,tt0120689,60000000,284600000,The Green Mile,Frank Darabont,Castle Rock Entertainment|Darkwoods Productions|Warner Bros.,1999,78543170.7956593,372556440.140744,1,False
2415,745,tt0167404,40000000,672806292,The Sixth Sense,M. Night Shyamalan,Spyglass Entertainment|The Kennedy/Marshall Company|Hollywood Pictures|Barry Mendel Productions,1999,52362113.863772795,880738991.74917,1,False
2416,36643,tt0143145,135000000,361832400,The World Is Not Enough,Michael Apted,Eon Productions,1999,176722134.29023302,473657733.210055,1,False
2417,796,tt0139134,10500000,75902208,Cruel Intentions,Roger Kumble,Columbia Pictures|Cruel Productions|Newmarket Capital Group,1999,13745054.889240302,99360001.4451943,1,False
2418,2668,tt0162661,100000000,206071502,Sleepy Hollow,Tim Burton,Paramount Pictures|American Zoetrope|Mandalay Pictures|Tim Burton Productions|Karol Film Productions,1999,130905284.65943201,269758486.295067,1,False
2419,37135,tt0120855,0,0,Tarzan,Chris Buck|Kevin Lima,Walt Disney Pictures,1999,0.0,0.0,1,False
2420,2105,tt0163651,11000000,235483004,American Pie,Paul Weitz|Chris Weitz,Universal Pictures|Summit Entertainment|Newmarket Capital Group|Zide-Perry Productions,1999,14399581.3125375,308259696.710782,1,False
2421,1844,tt0137494,66000000,212404396,Entrapment,Jon Amiel,Fountainbridge Films|Regency Enterprises,1999,86397487.8752252,278048579.212947,1,False
2422,863,tt0120363,90000000,485015179,Toy Story 2,John Lasseter|Lee Unkrich|Ash Brannon,Walt Disney Pictures|Pixar Animation Studios,1999,117814756.19348899,634910500.711404,1,False
2423,4951,tt0147800,16000000,53478166,10 Things I Hate About You,Gil Junger,Mad Chance|Jaret Entertainment|Touchstone Pictures,1999,20944845.5455091,70005745.4329437,1,False
2424,509,tt0125439,42000000,363889678,Notting Hill,Roger Michell,Bookshop Productions|Notting Hill Pictures|Working Title Films|Polygram Filmed Entertainment,1999,54980219.5569615,476350818.832191,1,False
2425,817,tt0145660,33000000,310940086,Austin Powers: The Spy Who Shagged Me,Jay Roach,New Line Cinema|Eric's Boy,1999,43198743.9376126,407037004.698583,1,False
2426,226,tt0171804,2000000,11540607,Boys Don't Cry,Kimberly Peirce,Fox Searchlight Pictures|The Independent Film Channel Productions|IFC Films|Killer Films|Hart-Sharp Entertainment,1999,2618105.69318864,15107264.4447763,1,False
2427,9008,tt0140352,90000000,60289912,The Insider,Michael Mann,Spyglass Entertainment|Forward Pass|Kaitz Productions|Mann/Roth Productions|Touchstone Pictures,1999,117814756.19348899,78922680.92452121,1,False
2428,926,tt0177789,45000000,90683916,Galaxy Quest,Dean Parisot,DreamWorks SKG|Gran Via Productions,1999,58907378.09674449,118710038.38012,1,False
2429,345,tt0120663,65000000,162091208,Eyes Wide Shut,Stanley Kubrick,Hobby Films|Pole Star|Stanley Kubrick Productions|Warner Bros.,1999,85088435.02863091,212185957.240312,1,False
2430,492,tt0120601,13000000,22863596,Being John Malkovich,Spike Jonze,Gramercy Pictures|Propaganda Films|Single Cell Pictures,1999,17017687.0057261,29929655.427182503,1,False
2431,9535,tt0122933,80000000,176885658,Analyze This,Harold Ramis,Spring Creek Productions|Warner Bros.|Tribeca Productions|Baltimore Pictures,1999,104724227.727545,231552674.126609,1,False
2432,10137,tt0164912,133000000,300135367,Stuart Little,Rob Minkoff,Columbia Pictures Corporation|Global Medien KG|Franklin/Waterman Productions,1999,174104028.597044,392893056.534981,1,False
2433,9481,tt0145681,73000000,151493655,The Bone Collector,Phillip Noyce,Universal Pictures|Columbia Pictures Corporation,1999,95560857.80138549,198313200.318728,1,False
2434,8487,tt0120891,170000000,222104681,Wild Wild West,Barry Sonnenfeld,"Todman, Simon, LeMasters Productions|Warner Bros.|Peters Entertainment|Sonnenfeld Josephson Worldwide Entertainment",1999,222538983.92103398,290746764.904973,1,False
2435,1911,tt0120657,160000000,61698899,The 13th Warrior,John McTiernan,Touchstone Pictures,1999,209448455.455091,80767119.3676855,1,False
2436,9946,tt0146675,100000000,211989043,End of Days,Peter Hyams,Beacon Communications,1999,130905284.65943201,277504860.185956,1,False
2437,1715,tt0124315,24000000,88545092,The Cider House Rules,Lasse HallstrÃ¶m,Nina Saxon Film Design|FilmColony|Miramax,1999,31417268.318263695,115910204.734556,1,False
2438,10386,tt0129167,70000000,23159305,The Iron Giant,Brad Bird,Warner Bros. Animation,1999,91633699.2616025,30316754.1353961,1,False
2439,8914,tt0149261,60000000,73648228,Deep Blue Sea,Renny Harlin,Village Roadshow Pictures|Warner Bros.|Riche-Ludwig Productions|Groucho III Film Partnership,1999,78543170.7956593,96409422.51002759,1,False
2440,9473,tt0158983,21000000,0,"South Park: Bigger, Longer & Uncut",Trey Parker,Paramount Pictures|Scott Rudin Productions|Comedy Central|Warner Bros.|Comedy Central Films,1999,27490109.7784807,0.0,1,False
2441,2112,tt0120784,90000000,161626121,Payback,Paul Abascal|Brian Helgeland,Paramount Pictures|Icon Entertainment International,1999,117814756.19348899,211577133.779048,1,False
2442,4806,tt0163187,70000000,309457509,Runaway Bride,Garry Marshall,Paramount Pictures|Lakeshore Entertainment|Touchstone Pictures|Interscope Communications,1999,91633699.2616025,405096233.05643797,1,False
2443,10314,tt0160862,10000000,103166989,She's All That,Robert Iscove,Miramax Films|Tapestry Films|FilmColony,1999,13090528.465943199,135051040.625015,1,False
2444,10398,tt0150377,70000000,177841558,Double Jeopardy,Bruce Beresford,Paramount Pictures,1999,91633699.2616025,232803997.742669,1,False
2445,8374,tt0144117,6000000,30471,The Boondock Saints,Troy Duffy,Franchise Pictures|Brood Syndicate|B.D.S. Productions Inc.,1999,7854317.07956593,39888.1492885755,1,False
2446,1542,tt0151804,10000000,12827813,Office Space,Mike Judge,Twentieth Century Fox Film Corporation|Cubicle Inc.,1999,13090528.465943199,16792285.1232296,1,False
2447,1443,tt0159097,6000000,10409377,The Virgin Suicides,Sofia Coppola,American Zoetrope,1999,7854317.07956593,13626424.5931234,1,False
2448,2277,tt0182789,100000000,93700000,Bicentennial Man,Chris Columbus,Laurence Mark Productions|1492 Pictures|Columbia Pictures Corporation|Touchstone Pictures|Radiant Productions,1999,130905284.65943201,122658251.72588798,1,False
2449,2667,tt0185937,25000,248000000,The Blair Witch Project,Daniel Myrick|Eduardo SÃ¡nchez,Artisan Entertainment|Haxan Films,1999,32726.321164857996,324645105.955391,1,False
2450,622,tt0142688,38000000,58401898,The Ninth Gate,Roman Polanski,Bac Films|Kino Vision|Orly Films|R.P. Productions|VÃ­a Digital,1999,49744008.1705842,76451170.82341121,1,False
2451,10400,tt0174856,50000000,73956241,The Hurricane,Norman Jewison,Universal Pictures|Beacon Communications|Azoff Entertainment,1999,65452642.3297161,96812627.8044657,1,False
2452,1090,tt0139809,16000000,18564088,The Thirteenth Floor,Josef Rusnak,Columbia Pictures|Centropolis Film Productions,1999,20944845.5455091,24301372.2408275,1,False
2453,9032,tt0142342,34200000,234801895,Big Daddy,Dennis Dugan,Columbia Pictures,1999,44769607.3535258,307368089.035491,1,False
2454,8649,tt0163988,32000000,0,Bringing Out the Dead,Martin Scorsese,Paramount Pictures|Touchstone Pictures|De Fina-Cappa,1999,41889691.0910183,0.0,1,False
2455,8224,tt0134273,40000000,96618699,8MM,Joel Schumacher,Columbia Pictures Corporation|Hofflund/Polone|Global Entertainment Productions GmbH & Company Medien KG,1999,52362113.863772795,126478982.96018998,1,False
2456,1832,tt0120655,10000000,30652890,Dogma,Kevin Smith,Lions Gate|View Askew Productions,1999,13090528.465943199,40126252.910842605,1,False
2457,3558,tt0172493,40000000,0,"Girl, Interrupted",James Mangold,Columbia Pictures Corporation|3 Arts Entertainment|Global Entertainment Productions GmbH & Company Medien KG|Red Wagon Entertainment,1999,52362113.863772795,0.0,1,False
2458,15400,tt0238414,0,0,Mickey's Once Upon a Christmas,Jun Falkenstein|Bradley Raymond|Toby Shelton|Bill Speers,Walt Disney Television Animation,1999,0.0,0.0,1,False
2459,11618,tt0171363,80000000,91188905,The Haunting,Jan de Bont,DreamWorks SKG|Roth-Arnold Productions,1999,104724227.727545,119371095.66806899,1,False
2460,1641,tt0141098,75000000,93888180,Forces of Nature,Bronwen Hughes,DreamWorks SKG|Roth-Arnold Productions,1999,98178963.4945741,122904589.29056,1,False
2461,11622,tt0124298,35000000,40263020,Blast from the Past,Hugh Wilson,New Line Cinema|Forge|Midnight Sun Pictures,1999,45816849.6308012,52706420.9434841,1,False
2462,11374,tt0131369,80000000,0,Edtv,Ron Howard,Imagine Entertainment|Universal Pictures,1999,104724227.727545,0.0,1,False
2463,10207,tt0139462,80000000,118880016,Message in a Bottle,Luis Mandoki,Bel Air Entertainment|DiNovi Pictures|Tiger Productions,1999,104724227.727545,155620223.347978,1,False
2464,2275,tt0144214,60000000,149705852,The General's Daughter,Simon West,Paramount Pictures|MFP Munich Film Partners GmbH & Company I. Produktions KG|Krane Entertainment|Neufeld Rehme Productions,1999,78543170.7956593,195972871.712428,1,False
2465,10307,tt0145531,29000000,50041732,Stigmata,Rupert Wainwright,FGM Entertainment|Metro-Goldwyn-Mayer (MGM),1999,37962532.551235296,65507271.72311011,1,False
2466,11601,tt0164181,12000000,21133087,Stir of Echoes,David Koepp,Artisan Entertainment,1999,15708634.159131799,27664327.694675397,1,False
2467,9451,tt0126886,0,0,Election,Alexander Payne,Paramount Pictures|MTV Films|Bona Fide Productions,1999,0.0,0.0,1,False
2468,332,tt0141369,75000000,0,Inspector Gadget,David Kellogg,Walt Disney Pictures|Caravan Pictures,1999,98178963.4945741,0.0,1,False
2469,334,tt0175880,37000000,48451803,Magnolia,Paul Thomas Anderson,New Line Cinema|Ghoulardi Film Company|The Magnolia Project,1999,48434955.3239899,63425970.639777295,1,False
2470,2020,tt0120596,51000000,36911617,The Bachelor,Gary Sinyor,New Line Cinema|George Street Pictures|The Lloyd Segan Company,1999,66761695.1763104,48319257.3062493,1,False
2471,9423,tt0120458,75000000,14010690,Virus,John Bruno,Universal Pictures|BBC Films|Dark Horse Entertainment|Toho-Towa|Mutual Film Company,1999,98178963.4945741,18340733.6272506,1,False
2472,1213,tt0134119,40000000,128798265,The Talented Mr. Ripley,Anthony Minghella,Paramount Pictures|Miramax Films|Timnick Films|Mirage Enterprises,1999,52362113.863772795,168603735.434659,1,False
2473,9825,tt0139414,27000000,56870414,Lake Placid,Steve Miner,Fox 2000 Pictures|Phoenix Pictures|Rocking Chair Productions,1999,35344426.8580467,74446377.3336976,1,False
2474,9781,tt0165710,34000000,4217115,Detroit Rock City,Adam Rifkin,New Line Cinema,1999,44507796.7842069,5520426.39516561,1,False
2475,9824,tt0132347,68000000,29762011,Mystery Men,Kinka Usher,Universal Pictures|Dark Horse Entertainment|Golar Productions,1999,89015593.5684139,38960045.2199215,1,False
2476,4816,tt0165798,0,0,Ghost Dog: The Way of the Samurai,Jim Jarmusch,Bac Films|Pandora Filmproduktion|Degeto Film|ARD|JVC Entertainment Networks,1999,0.0,0.0,1,False
2477,49948,tt0120910,80000000,90874570,Fantasia 2000,Paul Brizzi|Hendel Butoy|Francis Glebas|Eric Goldberg|Don Hahn|Pixote Hunt|James Algar|GaÃ«tan Brizzi,Walt Disney Pictures|Walt Disney Television Animation|Richard Purdum Productions|Walt Disney Feature Animation,1999,104724227.727545,118959614.541535,1,False
2478,9430,tt0139239,6500000,28451622,Go,Doug Liman,Columbia Pictures,1999,8508843.50286309,37244676.76932561,1,False
2479,11355,tt0151738,25000000,84565230,Never Been Kissed,Raja Gosnell,Fox 2000 Pictures|Flower Films (II)|Bushwood Pictures|Never Been Kissed Productions,1999,32726321.164858002,110700355.054403,1,False
2480,12117,tt0128278,80,0,Instinct,Jon Turteltaub,Spyglass Entertainment|Touchstone Pictures,1999,104.724227727545,0.0,1,False
2481,13466,tt0132477,0,0,October Sky,Joe Johnston,Universal Pictures,1999,0.0,0.0,1,False
2482,6415,tt0120188,75000000,108000000,Three Kings,David O. Russell,Village Roadshow Pictures|Atlas Entertainment|Warner Bros.|Village-A.M. Partnership|Coast Ridge,1999,98178963.4945741,141377707.432186,1,False
2483,1850,tt0125664,82000000,47434430,Man on the Moon,MiloÅ¡ Forman,Mutual Film Company,1999,107342333.420734,62094175.6180791,1,False
2484,17707,tt0120620,25000000,13000000,Brokedown Palace,Jonathan Kaplan,Twentieth Century Fox Film Corporation|Fox 2000 Pictures|Adam Fields Productions|Two Girls Productions,1999,32726321.164858002,17017687.0057261,1,False
2485,26177,tt0207972,0,0,Annie,Rob Marshall,Walt Disney Television|Storyline Entertainment|Chris Montan Productions|Columbia TriStar Television,1999,0.0,0.0,1,False
2486,11377,tt0185371,19000000,40846082,House on Haunted Hill,William Malone,Dark Castle Entertainment|Warner Bros.,1999,24872004.0852921,53469679.9143251,1,False
2487,12095,tt0120860,5000000,0,From Dusk Till Dawn 2: Texas Blood Money,Scott Spiegel,A Band Apart|Dimension Films|Los Hooligans Productions,1999,6545264.23297161,0.0,1,False
2488,18621,tt0133412,0,0,Best Laid Plans,Mike Barker,Fox 2000 Pictures|Dogstar Films,1999,0.0,0.0,1,False
2489,16716,tt0216621,0,0,A Christmas Carol,David Hugh Jones,Turner Network Television (TNT)|Hallmark Entertainment,1999,0.0,0.0,1,False
2490,913,tt0155267,48000000,124305181,The Thomas Crown Affair,John McTiernan,United Artists|Irish Dreamtime,1999,62834536.63652739,162722051.034472,1,False
2491,12618,tt0156934,64000000,74608570,Random Hearts,Sydney Pollack,Columbia Pictures,1999,83779382.1820366,97666560.9388317,1,False
2492,1946,tt0120907,15000000,2856712,eXistenZ,David Cronenberg,Alliance Atlantis Communications|Natural Nylon Entertainment|Serendipity Point Films|TÃ©lÃ©film Canada|The Harold Greenberg Fund,1999,19635792.6989148,3739586.97550016,1,False
2493,20024,tt0172396,23000000,10827816,The End of the Affair,Neil Jordan,Columbia Pictures Corporation,1999,30108215.4716694,14174183.3571995,1,False
2494,11001,tt0181316,65000000,117758500,Blue Streak,Les Mayfield,Columbia Pictures,1999,85088435.02863091,154152099.635677,1,False
2495,7341,tt0144814,21000000,17762705,The Rage: Carrie 2,Katt Shea,United Artists|Red Bank Films,1999,27490109.7784807,23252319.543465197,1,False
2496,1073,tt0137363,21500000,0,Arlington Road,Mark Pellington,Lakeshore Entertainment|Screen Gems|Arlington Road Productions Corporation|Gorai / Samuelson Productions|Samuelson Productions,1999,28144636.201777898,0.0,1,False
2497,38809,tt0165643,10000000,5241315,Black and White,James Toback,Bigel / Mailer Films|Palm Pictures,1999,13090528.465943199,6861158.32064752,1,False
2498,54982,tt0172348,0,0,Introducing Dorothy Dandridge,Martha Coolidge,HBO,1999,0.0,0.0,1,False
2499,10563,tt0144640,20000000,0,Three to Tango,Damon Santostefano,Village Roadshow Pictures|Warner Bros.,1999,26181056.931886397,0.0,1,False
2500,9455,tt0142192,25000000,15156200,The Corruptor,James Foley,New Line Cinema|Illusion Entertainment Group,1999,32726321.164858002,19840266.753552802,1,False
2501,1439,tt0166485,75000000,0,Anna and the King,Andy Tennant,Fox 2000 Pictures,1999,98178963.4945741,0.0,1,False
2502,12524,tt0120866,0,0,Titus,Julie Taymor,Overseas FilmGroup|NDF International|Clear Blue Sky Productions|Urania Pictures S.r.l.|Titus Productions Ltd.,1999,0.0,0.0,1,False
2503,41586,tt0177876,0,0,K-911,Charles T. Kanganis,Universal Home Entertainment,1999,0.0,0.0,1,False
2504,10366,tt0176269,45000000,10667893,Universal Soldier: The Return,Mic Rodgers,TriStar Pictures|Baumgarten-Prophet Entertainment,1999,58907378.09674449,13964835.698813599,1,False
2505,10154,tt0130121,0,0,Mickey Blue Eyes,Kelly Makin,Castle Rock Entertainment|Warner Bros.,1999,0.0,0.0,1,False
2506,12485,tt0165662,0,0,Candyman: Day of the Dead,Turi Meyer,Aurora Productions|Artisan Entertainment,1999,0.0,0.0,1,False
2507,17198,tt0165874,0,0,The Mating Habits of the Earthbound Human,Jeff Abugov,Earthbound Human Productions Inc.,1999,0.0,0.0,1,False
2509,12596,tt0120797,33000000,0,Pushing Tin,Mike Newell,Regency Enterprises|Fox 2000 Pictures|Art Linson Productions|Dogstar Films|Taurus Film,1999,43198743.9376126,0.0,1,False
2510,10213,tt0120695,5000000,0,From Dusk Till Dawn 3: The Hangman's Daughter,P.J. Pesce,A Band Apart|Dimension Films|Los Hooligans Productions,1999,6545264.23297161,0.0,1,False
2511,2162,tt0163579,70000000,11263966,Chill Factor,Hugh Johnson,Warner Bros.|Morgan Creek Productions,1999,91633699.2616025,14745126.7562416,1,False
2512,17771,tt0145503,0,0,Sunshine,IstvÃ¡n SzabÃ³,Channel Four Films|Dor Film Produktionsgesellschaft GmbH|Alliance Atlantis Communications|Serendipity Point Films|TÃ©lÃ©film Canada,1999,0.0,0.0,1,False
2513,6522,tt0123964,80000000,73345029,Life,Ted Demme,Imagine Entertainment|Universal Pictures,1999,104724227.727545,96012518.9959931,1,False
2514,21349,tt0149691,23000000,18653615,Anywhere But Here,Wayne Wang,Twentieth Century Fox Film Corporation|Fox 2000 Pictures,1999,30108215.4716694,24418567.8150245,1,False
2515,2900,tt0138304,75000000,19598588,The Astronaut's Wife,Rand Ravich,New Line Cinema|Mad Chance,1999,98178963.4945741,25655587.4106293,1,False
2516,9849,tt0120764,65000000,36850101,My Favorite Martian,Donald Petrie,Walt Disney Pictures,1999,85088435.02863091,48238729.6113382,1,False
